row_number,question_text,correct_answer,knowledge_area,concept_id,concept_name,relevance,reasoning
67,A BA is preparing a finalized communication package (4.4) for the Implementation Subject Matter Expe...,C,Elicitation and Collaboration,a09b3bb7-3f46-4c18-9ebe-453c792854a0,Formal-Documentation,1.0,Matched from CSV tag 'Formal-Documentation' (score: 100%)
67,A BA is preparing a finalized communication package (4.4) for the Implementation Subject Matter Expe...,C,Elicitation and Collaboration,60f55859-7940-4f34-bae7-7c6ed256ae83,I-Sme,1.0,Matched from CSV tag 'I-SME' (score: 100%)
68,The primary purpose of Communicate Business Analysis Information (4.4) is to:...,B,Elicitation and Collaboration,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
69,A BA chooses an e-mail communication platform (4.4.4.2) for distributing a finalized data model upda...,C,Elicitation and Collaboration,,NO MAPPING,,
70,Which guideline/tool directly assists the BA in determining how the requirements package (content an...,A,Elicitation and Collaboration,58116332-0ce4-4126-b39b-1f75dd69ed6d,Guidelines,1.0,Matched from CSV tag 'Guidelines' (score: 100%)
70,Which guideline/tool directly assists the BA in determining how the requirements package (content an...,A,Elicitation and Collaboration,33c03873-bf27-4c1f-8726-a9c049cc80af,Information-Management,1.0,Matched from CSV tag 'Information-Management' (score: 100%)
71,The BA decides to host a workshop (a technique) to communicate the finalized requirements package (4...,B,Elicitation and Collaboration,cc52e087-c9e9-4236-8658-ccbfbbe380b9,Techniques,1.0,Matched from CSV tag 'Techniques' (score: 100%)
71,The BA decides to host a workshop (a technique) to communicate the finalized requirements package (4...,B,Elicitation and Collaboration,a7d0c4a2-2ee7-42fc-9460-fb67b0a14d1c,Workshops,1.0,Matched from CSV tag 'Workshops' (score: 100%)
72,"During Manage Stakeholder Collaboration (4.5), monitoring stakeholder engagement (4.5.4.2) is necess...",A,Elicitation and Collaboration,36cb917b-d26b-4831-a826-51c23d647901,Collaboration-Management,1.0,Matched from CSV tag 'Collaboration-Management' (score: 100%)
73,The purpose of Manage Stakeholder Collaboration (4.5) is to:...,B,Elicitation and Collaboration,36cb917b-d26b-4831-a826-51c23d647901,Collaboration-Management,1.0,Matched from CSV tag 'Collaboration-Management' (score: 100%)
73,The purpose of Manage Stakeholder Collaboration (4.5) is to:...,B,Elicitation and Collaboration,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
74,Which guideline/tool helps focus diverse stakeholders on a common vision of desired business outcome...,A,Elicitation and Collaboration,36cb917b-d26b-4831-a826-51c23d647901,Collaboration-Management,1.0,Matched from CSV tag 'Collaboration-Management' (score: 100%)
74,Which guideline/tool helps focus diverse stakeholders on a common vision of desired business outcome...,A,Elicitation and Collaboration,58116332-0ce4-4126-b39b-1f75dd69ed6d,Guidelines,1.0,Matched from CSV tag 'Guidelines' (score: 100%)
74,Which guideline/tool helps focus diverse stakeholders on a common vision of desired business outcome...,A,Elicitation and Collaboration,90873426-52e8-4ac7-ad58-72b204f8a07b,Future-State,1.0,Matched from CSV tag 'Future-State' (score: 100%)
75,"When a conflict arises during collaboration, the BA must rely heavily on which Interaction Skill to ...",C,Elicitation and Collaboration,36cb917b-d26b-4831-a826-51c23d647901,Collaboration-Management,1.0,Matched from CSV tag 'Collaboration-Management' (score: 100%)
76,The most critical output of Manage Stakeholder Collaboration (4.5) is:...,B,Elicitation and Collaboration,36cb917b-d26b-4831-a826-51c23d647901,Collaboration-Management,1.0,Matched from CSV tag 'Collaboration-Management' (score: 100%)
76,The most critical output of Manage Stakeholder Collaboration (4.5) is:...,B,Elicitation and Collaboration,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,1.0,Matched from CSV tag 'Outputs' (score: 100%)
77,A BA is tracing requirements (5.1) for a critical component of a complex system. The BA identifies a...,D,Requirements Life Cycle Management,bc121cc4-b815-4cee-a2c1-ee552c5f5b4b,Rlcm-Trace,1.0,Matched from CSV tag 'RLCM-Trace' (score: 100%)
77,A BA is tracing requirements (5.1) for a critical component of a complex system. The BA identifies a...,D,Requirements Life Cycle Management,da9b8fce-36b0-43d5-84f1-d3e6c0cb7cb3,Relationships,1.0,Matched from CSV tag 'Relationships' (score: 100%)
77,A BA is tracing requirements (5.1) for a critical component of a complex system. The BA identifies a...,D,Requirements Life Cycle Management,094ae8ce-5fa1-45d2-aff7-4361536e973b,Satisfy,1.0,Matched from CSV tag 'Satisfy' (score: 100%)
78,The purpose of Trace Requirements (5.1) is to:...,B,Requirements Life Cycle Management,bc121cc4-b815-4cee-a2c1-ee552c5f5b4b,Rlcm-Trace,1.0,Matched from CSV tag 'RLCM-Trace' (score: 100%)
78,The purpose of Trace Requirements (5.1) is to:...,B,Requirements Life Cycle Management,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
79,Which external factor most significantly increases the required formality and effort needed when tra...,B,Requirements Life Cycle Management,bc121cc4-b815-4cee-a2c1-ee552c5f5b4b,Rlcm-Trace,1.0,Matched from CSV tag 'RLCM-Trace' (score: 100%)
80,"During Trace Requirements (5.1), a BA links a high-level business requirement to a lower-level stake...",C,Requirements Life Cycle Management,bc121cc4-b815-4cee-a2c1-ee552c5f5b4b,Rlcm-Trace,1.0,Matched from CSV tag 'RLCM-Trace' (score: 100%)
80,"During Trace Requirements (5.1), a BA links a high-level business requirement to a lower-level stake...",C,Requirements Life Cycle Management,da9b8fce-36b0-43d5-84f1-d3e6c0cb7cb3,Relationships,1.0,Matched from CSV tag 'Relationships' (score: 100%)
80,"During Trace Requirements (5.1), a BA links a high-level business requirement to a lower-level stake...",C,Requirements Life Cycle Management,97b8d2a9-9c8a-4695-aeed-907eac819636,Derive,1.0,Matched from CSV tag 'Derive' (score: 100%)
81,The Governance Approach serves as a critical input to Trace Requirements (5.1) because it helps the ...,A,Requirements Life Cycle Management,bc121cc4-b815-4cee-a2c1-ee552c5f5b4b,Rlcm-Trace,1.0,Matched from CSV tag 'RLCM-Trace' (score: 100%)
81,The Governance Approach serves as a critical input to Trace Requirements (5.1) because it helps the ...,A,Requirements Life Cycle Management,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,1.0,Matched from CSV tag 'Inputs' (score: 100%)
81,The Governance Approach serves as a critical input to Trace Requirements (5.1) because it helps the ...,A,Requirements Life Cycle Management,3d55ed1a-a0fc-47f4-8e53-03a1da586e0a,Governance,1.0,Matched from CSV tag 'Governance' (score: 100%)
82,The output of Trace Requirements (5.1) is Requirements (traced) and Designs (traced). What is the pr...,A,Requirements Life Cycle Management,bc121cc4-b815-4cee-a2c1-ee552c5f5b4b,Rlcm-Trace,1.0,Matched from CSV tag 'RLCM-Trace' (score: 100%)
82,The output of Trace Requirements (5.1) is Requirements (traced) and Designs (traced). What is the pr...,A,Requirements Life Cycle Management,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,1.0,Matched from CSV tag 'Outputs' (score: 100%)
83,The core concept 'Solution' is primarily addressed during Trace Requirements (5.1) by ensuring that:...,B,Requirements Life Cycle Management,bc121cc4-b815-4cee-a2c1-ee552c5f5b4b,Rlcm-Trace,1.0,Matched from CSV tag 'RLCM-Trace' (score: 100%)
83,The core concept 'Solution' is primarily addressed during Trace Requirements (5.1) by ensuring that:...,B,Requirements Life Cycle Management,451df097-1f3a-4d6e-a921-5ad51c81da1e,Core-Concepts,1.0,Matched from CSV tag 'Core-Concepts' (score: 100%)
84,The purpose of Maintain Requirements (5.2) is to:...,B,Requirements Life Cycle Management,6008b18d-91fa-4b60-afb0-3ade8461e77d,Rlcm-Maintain,1.0,Matched from CSV tag 'RLCM-Maintain' (score: 100%)
84,The purpose of Maintain Requirements (5.2) is to:...,B,Requirements Life Cycle Management,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
85,A business analyst is reviewing aged requirements for a core business process to determine if they a...,A,Requirements Life Cycle Management,6008b18d-91fa-4b60-afb0-3ade8461e77d,Rlcm-Maintain,1.0,Matched from CSV tag 'RLCM-Maintain' (score: 100%)
85,A business analyst is reviewing aged requirements for a core business process to determine if they a...,A,Requirements Life Cycle Management,33eb34bc-af8e-4b15-894c-2d1ad3d2ee1b,Requirements-Reuse,1.0,Matched from CSV tag 'Requirements-Reuse' (score: 100%)
85,A business analyst is reviewing aged requirements for a core business process to determine if they a...,A,Requirements Life Cycle Management,1dbc64da-243b-4944-b072-9b9af2179030,Regulatory,1.0,Matched from CSV tag 'Regulatory' (score: 100%)
86,"During Maintain Requirements (5.2), a BA notes that a requirement attribute, 'Stability,' has shifte...",B,Requirements Life Cycle Management,6008b18d-91fa-4b60-afb0-3ade8461e77d,Rlcm-Maintain,1.0,Matched from CSV tag 'RLCM-Maintain' (score: 100%)
86,"During Maintain Requirements (5.2), a BA notes that a requirement attribute, 'Stability,' has shifte...",B,Requirements Life Cycle Management,6083f6f8-b195-4d5f-bd40-dbcc40c10053,Attributes,1.0,Matched from CSV tag 'Attributes' (score: 100%)
87,A BA uses Process Modelling as a technique during Maintain Requirements (5.2). How does this techniq...,C,Requirements Life Cycle Management,6008b18d-91fa-4b60-afb0-3ade8461e77d,Rlcm-Maintain,1.0,Matched from CSV tag 'RLCM-Maintain' (score: 100%)
87,A BA uses Process Modelling as a technique during Maintain Requirements (5.2). How does this techniq...,C,Requirements Life Cycle Management,cc52e087-c9e9-4236-8658-ccbfbbe380b9,Techniques,1.0,Matched from CSV tag 'Techniques' (score: 100%)
87,A BA uses Process Modelling as a technique during Maintain Requirements (5.2). How does this techniq...,C,Requirements Life Cycle Management,9b7edb50-f9f0-42f6-aa2f-732911ec7498,Process-Modelling,1.0,Matched from CSV tag 'Process-Modelling' (score: 100%)
88,The principle that requirements intended for reuse should be written with limited reference to speci...,B,Requirements Life Cycle Management,6008b18d-91fa-4b60-afb0-3ade8461e77d,Rlcm-Maintain,1.0,Matched from CSV tag 'RLCM-Maintain' (score: 100%)
88,The principle that requirements intended for reuse should be written with limited reference to speci...,B,Requirements Life Cycle Management,8a4fabf7-17e3-4c96-9c9e-7ece01e33210,Abstraction,1.0,Matched from CSV tag 'Abstraction' (score: 100%)
89,The purpose of Prioritize Requirements (5.3) is to:...,B,Requirements Life Cycle Management,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
90,A BA is facilitating a prioritization session (5.3) for a new software release. The Implementation S...,A,Requirements Life Cycle Management,89b45d49-7a89-4ada-8a70-4525851fb64d,Risk-Factor,1.0,Matched from CSV tag 'Risk-Factor' (score: 100%)
91,The prioritization factor 'Penalty' (5.3.4.1) primarily influences priority based on:...,B,Requirements Life Cycle Management,ea9247c5-232e-4127-bcef-32af25663a3c,Penalty,1.0,Matched from CSV tag 'Penalty' (score: 100%)
92,Which input is necessary for the Prioritize Requirements task (5.3) to ensure the team adheres to th...,C,Requirements Life Cycle Management,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,1.0,Matched from CSV tag 'Inputs' (score: 100%)
92,Which input is necessary for the Prioritize Requirements task (5.3) to ensure the team adheres to th...,C,Requirements Life Cycle Management,3d55ed1a-a0fc-47f4-8e53-03a1da586e0a,Governance,1.0,Matched from CSV tag 'Governance' (score: 100%)
93,The BA is leading a negotiation session (5.3.4.4) where stakeholders have conflicting priorities reg...,C,Requirements Life Cycle Management,451df097-1f3a-4d6e-a921-5ad51c81da1e,Core-Concepts,1.0,Matched from CSV tag 'Core-Concepts' (score: 100%)
94,The purpose of Assess Requirements Changes (5.4) is to:...,A,Requirements Life Cycle Management,ed1b2863-6aaf-409a-945e-632258d28468,Rlcm-Change-Assessment,1.0,Matched from CSV tag 'RLCM-Change-Assessment' (score: 100%)
94,The purpose of Assess Requirements Changes (5.4) is to:...,A,Requirements Life Cycle Management,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
95,A stakeholder proposes a major change to an approved design. As the BA performs the impact analysis ...,A,Requirements Life Cycle Management,ed1b2863-6aaf-409a-945e-632258d28468,Rlcm-Change-Assessment,1.0,Matched from CSV tag 'RLCM-Change-Assessment' (score: 100%)
95,A stakeholder proposes a major change to an approved design. As the BA performs the impact analysis ...,A,Requirements Life Cycle Management,9860b4d6-a5f2-4b31-9fa2-50db99d137d1,Impact-Analysis,1.0,Matched from CSV tag 'Impact-Analysis' (score: 100%)
95,A stakeholder proposes a major change to an approved design. As the BA performs the impact analysis ...,A,Requirements Life Cycle Management,344036b2-7a20-47f3-9390-6916df1ab07d,Urgency,1.0,Matched from CSV tag 'Urgency' (score: 100%)
96,A BA is determining the formality required for assessing a proposed change (5.4.4.1). The project us...,B,Requirements Life Cycle Management,ed1b2863-6aaf-409a-945e-632258d28468,Rlcm-Change-Assessment,1.0,Matched from CSV tag 'RLCM-Change-Assessment' (score: 100%)
97,"Which output provides the necessary recommendation to approve, modify, or deny a proposed change to ...",A,Requirements Life Cycle Management,ed1b2863-6aaf-409a-945e-632258d28468,Rlcm-Change-Assessment,1.0,Matched from CSV tag 'RLCM-Change-Assessment' (score: 100%)
97,"Which output provides the necessary recommendation to approve, modify, or deny a proposed change to ...",A,Requirements Life Cycle Management,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,1.0,Matched from CSV tag 'Outputs' (score: 100%)
98,Traceability is listed as a guideline/tool for Assess Requirements Changes (5.4). How is traceabilit...,B,Requirements Life Cycle Management,ed1b2863-6aaf-409a-945e-632258d28468,Rlcm-Change-Assessment,1.0,Matched from CSV tag 'RLCM-Change-Assessment' (score: 100%)
98,Traceability is listed as a guideline/tool for Assess Requirements Changes (5.4). How is traceabilit...,B,Requirements Life Cycle Management,9860b4d6-a5f2-4b31-9fa2-50db99d137d1,Impact-Analysis,1.0,Matched from CSV tag 'Impact-Analysis' (score: 100%)
99,The purpose of Approve Requirements (5.5) is to:...,B,Requirements Life Cycle Management,4afd6b28-5a0d-45e1-acbf-1e6d6eaf0947,Rlcm-Approve,1.0,Matched from CSV tag 'RLCM-Approve' (score: 100%)
99,The purpose of Approve Requirements (5.5) is to:...,B,Requirements Life Cycle Management,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
100,"A Business Analyst is attempting to gain consensus (5.5.4.3) on a critical, high-risk set of require...",C,Requirements Life Cycle Management,4afd6b28-5a0d-45e1-acbf-1e6d6eaf0947,Rlcm-Approve,1.0,Matched from CSV tag 'RLCM-Approve' (score: 100%)
100,"A Business Analyst is attempting to gain consensus (5.5.4.3) on a critical, high-risk set of require...",C,Requirements Life Cycle Management,3de4fd9d-1264-4ae3-9e6b-68fdd40ca62c,Consensus,1.0,Matched from CSV tag 'Consensus' (score: 100%)
101,Which is the key input for the Approve Requirements task (5.5)?...,B,Requirements Life Cycle Management,4afd6b28-5a0d-45e1-acbf-1e6d6eaf0947,Rlcm-Approve,1.0,Matched from CSV tag 'RLCM-Approve' (score: 100%)
101,Which is the key input for the Approve Requirements task (5.5)?...,B,Requirements Life Cycle Management,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,1.0,Matched from CSV tag 'Inputs' (score: 100%)
101,Which is the key input for the Approve Requirements task (5.5)?...,B,Requirements Life Cycle Management,1cc67a85-d6b9-4521-924e-88fafd728fa5,Verification,1.0,Matched from CSV tag 'Verification' (score: 100%)
102,A BA is tracking and communicating approval status (5.5.4.4). Maintaining an audit history of change...,A,Requirements Life Cycle Management,4afd6b28-5a0d-45e1-acbf-1e6d6eaf0947,Rlcm-Approve,1.0,Matched from CSV tag 'RLCM-Approve' (score: 100%)
102,A BA is tracking and communicating approval status (5.5.4.4). Maintaining an audit history of change...,A,Requirements Life Cycle Management,c86ac4b4-c653-4b08-830c-46d76eaeed18,Tracking,1.0,Matched from CSV tag 'Tracking' (score: 100%)
103,A Project Manager serves as a key stakeholder during the Approve Requirements task (5.5). What is th...,B,Requirements Life Cycle Management,4afd6b28-5a0d-45e1-acbf-1e6d6eaf0947,Rlcm-Approve,1.0,Matched from CSV tag 'RLCM-Approve' (score: 100%)
103,A Project Manager serves as a key stakeholder during the Approve Requirements task (5.5). What is th...,B,Requirements Life Cycle Management,03055617-3d86-4d9f-8671-794d03261bed,Stakeholders,1.0,Matched from CSV tag 'Stakeholders' (score: 100%)
103,A Project Manager serves as a key stakeholder during the Approve Requirements task (5.5). What is th...,B,Requirements Life Cycle Management,2e0d0036-fe0e-4c8f-b0a5-e42fcb1f2087,Project-Manager,1.0,Matched from CSV tag 'Project-Manager' (score: 100%)
104,The purpose of Analyze Current State (6.1) is to:...,C,Strategy Analysis,42d280ae-5c35-4f28-958e-6eb885731969,Sa-Current-State,1.0,Matched from CSV tag 'SA-Current-State' (score: 100%)
104,The purpose of Analyze Current State (6.1) is to:...,C,Strategy Analysis,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
105,A BA discovers that the primary motivation for a change initiative is a direct order from the CEO to...,B,Strategy Analysis,42d280ae-5c35-4f28-958e-6eb885731969,Sa-Current-State,1.0,Matched from CSV tag 'SA-Current-State' (score: 100%)
105,A BA discovers that the primary motivation for a change initiative is a direct order from the CEO to...,B,Strategy Analysis,2b4cac41-1b4f-44e8-b7c5-0ef5abd5c477,Business-Need,1.0,Matched from CSV tag 'Business-Need' (score: 100%)
106,Which element of Analyze Current State (6.1) explores how the enterprise currently generates profits...,B,Strategy Analysis,42d280ae-5c35-4f28-958e-6eb885731969,Sa-Current-State,1.0,Matched from CSV tag 'SA-Current-State' (score: 100%)
106,Which element of Analyze Current State (6.1) explores how the enterprise currently generates profits...,B,Strategy Analysis,603980e7-b4d4-42a3-975c-d8b0d43ef8aa,Culture,1.0,Matched from CSV tag 'Culture' (score: 100%)
107,A BA is reviewing the external environment in Analyze Current State (6.1). Which factor is considere...,C,Strategy Analysis,42d280ae-5c35-4f28-958e-6eb885731969,Sa-Current-State,1.0,Matched from CSV tag 'SA-Current-State' (score: 100%)
107,A BA is reviewing the external environment in Analyze Current State (6.1). Which factor is considere...,C,Strategy Analysis,40535e08-1c92-4f1b-a248-ad07b5429c34,External-Influencers,1.0,Matched from CSV tag 'External-Influencers' (score: 100%)
108,Which technique is most appropriate for assessing the enterprise's current internal and external hea...,B,Strategy Analysis,42d280ae-5c35-4f28-958e-6eb885731969,Sa-Current-State,1.0,Matched from CSV tag 'SA-Current-State' (score: 100%)
108,Which technique is most appropriate for assessing the enterprise's current internal and external hea...,B,Strategy Analysis,cc52e087-c9e9-4236-8658-ccbfbbe380b9,Techniques,1.0,Matched from CSV tag 'Techniques' (score: 100%)
108,Which technique is most appropriate for assessing the enterprise's current internal and external hea...,B,Strategy Analysis,e2490004-e566-4a5d-a3c9-34a66d3e28d3,Swot-Analysis,1.0,Matched from CSV tag 'SWOT-Analysis' (score: 100%)
109,The output 'Business Requirements' from Analyze Current State (6.1) represents:...,B,Strategy Analysis,42d280ae-5c35-4f28-958e-6eb885731969,Sa-Current-State,1.0,Matched from CSV tag 'SA-Current-State' (score: 100%)
109,The output 'Business Requirements' from Analyze Current State (6.1) represents:...,B,Strategy Analysis,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,1.0,Matched from CSV tag 'Outputs' (score: 100%)
109,The output 'Business Requirements' from Analyze Current State (6.1) represents:...,B,Strategy Analysis,6f1ddda8-7320-4e02-b720-c7bde4e9b33b,Business-Requirements,1.0,Matched from CSV tag 'Business-Requirements' (score: 100%)
110,The purpose of Define Future State (6.2) is to:...,B,Strategy Analysis,0ce06b14-dcf3-491b-87f7-a677763fb19a,Sa-Future-State,1.0,Matched from CSV tag 'SA-Future-State' (score: 100%)
110,The purpose of Define Future State (6.2) is to:...,B,Strategy Analysis,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
111,A BA defines a business objective for a new service line: 'Increase recurring subscription revenue b...,D,Strategy Analysis,0ce06b14-dcf3-491b-87f7-a677763fb19a,Sa-Future-State,1.0,Matched from CSV tag 'SA-Future-State' (score: 100%)
111,A BA defines a business objective for a new service line: 'Increase recurring subscription revenue b...,D,Strategy Analysis,7471eade-269e-4139-ad21-c18ad40083b9,Business-Objectives,1.0,Matched from CSV tag 'Business-Objectives' (score: 100%)
111,A BA defines a business objective for a new service line: 'Increase recurring subscription revenue b...,D,Strategy Analysis,365f416d-110e-4866-8af1-655083cf78cd,Smart,1.0,Matched from CSV tag 'SMART' (score: 100%)
112,"In Define Future State (6.2), stakeholders identify high-level constraints, such as 'Must comply wit...",C,Strategy Analysis,0ce06b14-dcf3-491b-87f7-a677763fb19a,Sa-Future-State,1.0,Matched from CSV tag 'SA-Future-State' (score: 100%)
112,"In Define Future State (6.2), stakeholders identify high-level constraints, such as 'Must comply wit...",C,Strategy Analysis,d265133d-5a7c-4057-8f22-3e37364b39e6,Constraints,1.0,Matched from CSV tag 'Constraints' (score: 100%)
112,"In Define Future State (6.2), stakeholders identify high-level constraints, such as 'Must comply wit...",C,Strategy Analysis,1dbc64da-243b-4944-b072-9b9af2179030,Regulatory,1.0,Matched from CSV tag 'Regulatory' (score: 100%)
113,The BA uses the Current State Description (an input) during Define Future State (6.2) primarily beca...,A,Strategy Analysis,0ce06b14-dcf3-491b-87f7-a677763fb19a,Sa-Future-State,1.0,Matched from CSV tag 'SA-Future-State' (score: 100%)
113,The BA uses the Current State Description (an input) during Define Future State (6.2) primarily beca...,A,Strategy Analysis,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,1.0,Matched from CSV tag 'Inputs' (score: 100%)
113,The BA uses the Current State Description (an input) during Define Future State (6.2) primarily beca...,A,Strategy Analysis,4f6bbd0d-d1ad-498f-837c-b9e0ec2f2535,Current-State,1.0,Matched from CSV tag 'Current-State' (score: 100%)
114,"When defining the scope of the solution space (6.2.4.2), the key constraint driving the decision on ...",B,Strategy Analysis,0ce06b14-dcf3-491b-87f7-a677763fb19a,Sa-Future-State,1.0,Matched from CSV tag 'SA-Future-State' (score: 100%)
114,"When defining the scope of the solution space (6.2.4.2), the key constraint driving the decision on ...",B,Strategy Analysis,ec7e4aed-a03c-4db5-b2b1-6eddf5790a07,Solution-Scope,1.0,Matched from CSV tag 'Solution-Scope' (score: 100%)
114,"When defining the scope of the solution space (6.2.4.2), the key constraint driving the decision on ...",B,Strategy Analysis,7f9c7d8d-8be0-45ce-a8d8-5ff199028a77,Value,1.0,Matched from CSV tag 'Value' (score: 100%)
115,"A Business Analyst completes the Define Future State task (6.2), producing outputs including Busines...",B,Strategy Analysis,0ce06b14-dcf3-491b-87f7-a677763fb19a,Sa-Future-State,1.0,Matched from CSV tag 'SA-Future-State' (score: 100%)
115,"A Business Analyst completes the Define Future State task (6.2), producing outputs including Busines...",B,Strategy Analysis,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,1.0,Matched from CSV tag 'Outputs' (score: 100%)
115,"A Business Analyst completes the Define Future State task (6.2), producing outputs including Busines...",B,Strategy Analysis,b7349b90-ace0-436d-81c9-40aa73f9fcee,Risk-Assessment,1.0,Matched from CSV tag 'Risk-Assessment' (score: 100%)
116,The purpose of Assess Risks (6.3) is to:...,C,Strategy Analysis,7a3de892-3371-4328-a6cd-e973fc39afcd,Sa-Risk,1.0,Matched from CSV tag 'SA-Risk' (score: 100%)
116,The purpose of Assess Risks (6.3) is to:...,C,Strategy Analysis,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
117,"A BA assesses a major risk: 'If the regulatory deadline is moved forward by 3 months, then we will b...",B,Strategy Analysis,7a3de892-3371-4328-a6cd-e973fc39afcd,Sa-Risk,1.0,Matched from CSV tag 'SA-Risk' (score: 100%)
117,"A BA assesses a major risk: 'If the regulatory deadline is moved forward by 3 months, then we will b...",B,Strategy Analysis,451df097-1f3a-4d6e-a921-5ad51c81da1e,Core-Concepts,1.0,Matched from CSV tag 'Core-Concepts' (score: 100%)
117,"A BA assesses a major risk: 'If the regulatory deadline is moved forward by 3 months, then we will b...",B,Strategy Analysis,7f9c7d8d-8be0-45ce-a8d8-5ff199028a77,Value,1.0,Matched from CSV tag 'Value' (score: 100%)
118,An organization has a 'Risk-aversion' attitude toward compliance risk. When Assess Risks (6.3) is pe...,C,Strategy Analysis,7a3de892-3371-4328-a6cd-e973fc39afcd,Sa-Risk,1.0,Matched from CSV tag 'SA-Risk' (score: 100%)
118,An organization has a 'Risk-aversion' attitude toward compliance risk. When Assess Risks (6.3) is pe...,C,Strategy Analysis,b9d11be4-2409-4486-b5cd-c4a4c03ed488,Risk-Tolerance,1.0,Matched from CSV tag 'Risk-Tolerance' (score: 100%)
119,Which input is utilized in Assess Risks (6.3) to provide a benchmark against which the impact of unc...,D,Strategy Analysis,7a3de892-3371-4328-a6cd-e973fc39afcd,Sa-Risk,1.0,Matched from CSV tag 'SA-Risk' (score: 100%)
119,Which input is utilized in Assess Risks (6.3) to provide a benchmark against which the impact of unc...,D,Strategy Analysis,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,1.0,Matched from CSV tag 'Inputs' (score: 100%)
119,Which input is utilized in Assess Risks (6.3) to provide a benchmark against which the impact of unc...,D,Strategy Analysis,d53964fa-d65a-4865-b70a-4d7a1a169735,Potential-Value,1.0,Matched from CSV tag 'Potential-Value' (score: 100%)
120,A BA uses brainstorming with the implementation team during Assess Risks (6.3). What is the primary ...,B,Strategy Analysis,7a3de892-3371-4328-a6cd-e973fc39afcd,Sa-Risk,1.0,Matched from CSV tag 'SA-Risk' (score: 100%)
120,A BA uses brainstorming with the implementation team during Assess Risks (6.3). What is the primary ...,B,Strategy Analysis,cc52e087-c9e9-4236-8658-ccbfbbe380b9,Techniques,1.0,Matched from CSV tag 'Techniques' (score: 100%)
120,A BA uses brainstorming with the implementation team during Assess Risks (6.3). What is the primary ...,B,Strategy Analysis,63b6b0f9-66b5-4f4f-bb35-995d19c4f41c,Brainstorming,1.0,Matched from CSV tag 'Brainstorming' (score: 100%)
121,The primary output of Assess Risks (6.3) is:...,A,Strategy Analysis,7a3de892-3371-4328-a6cd-e973fc39afcd,Sa-Risk,1.0,Matched from CSV tag 'SA-Risk' (score: 100%)
121,The primary output of Assess Risks (6.3) is:...,A,Strategy Analysis,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,1.0,Matched from CSV tag 'Outputs' (score: 100%)
122,The purpose of Define Change Strategy (6.4) is to:...,A,Strategy Analysis,68d4b4db-0d41-40de-b23c-49089333b369,Sa-Change-Strategy,1.0,Matched from CSV tag 'SA-Change-Strategy' (score: 100%)
122,The purpose of Define Change Strategy (6.4) is to:...,A,Strategy Analysis,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
123,A BA is performing a Gap Analysis (6.4.4.2) between the Current State and Future State. Which catego...,D,Strategy Analysis,68d4b4db-0d41-40de-b23c-49089333b369,Sa-Change-Strategy,1.0,Matched from CSV tag 'SA-Change-Strategy' (score: 100%)
123,A BA is performing a Gap Analysis (6.4.4.2) between the Current State and Future State. Which catego...,D,Strategy Analysis,06c6857e-ba81-43bc-bbae-22857ec03d5c,Gap-Analysis,1.0,Matched from CSV tag 'Gap-Analysis' (score: 100%)
124,"When evaluating various potential Change Strategies (6.4.4.4), the BA must consider the costs and be...",D,Strategy Analysis,68d4b4db-0d41-40de-b23c-49089333b369,Sa-Change-Strategy,1.0,Matched from CSV tag 'SA-Change-Strategy' (score: 100%)
