course_id,title,corpus_section,knowledge_area,concept_count,concept_names,content_preview,estimated_read_time
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements,4.3.4,elicitation,6,"Comparison of Multiple Elicitation Results, Development of Specifications and Models during Elicitation, Elicitation Results Comparison with Source Information, Identification of Variations in Elicitation Results, Stakeholder Confirmation of Elicitation Results, Use of Historical Data in Elicitation","## **.1 Compare Elicitation Results Against Source Information**

Task Conduct Elicitation (p. 61) d...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Guidelines and Tools,4.3.5,elicitation,2,"Elicitation Activity Plan, Utilization of Existing Business Analysis Information",- **Elicitation Activity Plan** : used to guide which alternative sources and which elicitation resu...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques,4.3.6,elicitation,3,"Document Analysis Technique, Review Technique, Workshop Facilitation",- **Document Analysis** : used to confirm elicitation results against source information or other ex...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Stakeholders,4.3.7,elicitation,2,"Identifying Elicitation Omissions, Stakeholder Participation in Elicitation","- **Domain Subject Matter Experts** : people with substantial knowledge, experience, or expertise ab...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs,4.3.8,elicitation,3,"Elicitation Results Confirmation, Relevance of Elicitation Outputs, Stakeholder Agreement on Elicitation Results",- **Elicitation Results (confirmed)** : integrated output that the business analyst and other stakeh...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Purpose,4.4.1,elicitation,4,"Effective Communication Techniques in Elicitation, Role of Elicitation in Business Analysis, Shared Understanding of Business Analysis Information, Stakeholder Engagement in Business Analysis",The purpose of Communicate Business Analysis Information is to ensure stakeholders have a shared und...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description,4.4.2,elicitation,8,"Adapting Communication Methods, Appropriate Communication Formats, Bi-directional Communication, Content and Purpose of Communication, Engaging Stakeholders for Understanding, Evaluating Communication Needs, Iterative Communication Process, Stakeholder Communication Timing",Business analysts must communicate appropriate information to stakeholders at the right time and in ...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Inputs,4.4.3,elicitation,3,"Guidelines and Tools for Communication, Input/Output Relationship in Business Analysis, Role of Stakeholders in Business Analysis",- **Business Analysis Information** : any kind of information at any level of detail that is used as...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 1,4.4.4,elicitation,5,"Audience Identification for Communication, Business Analysis Approach, Communication Platforms for Stakeholders, Objectives of Business Analysis Packages, Preferred Communication Styles","## **.1 Determine Objectives and Format of Communication**

Business analysis information packages m...",2
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 2,4.4.4,elicitation,5,"Audience Identification for Communication, Business Analysis Approach, Communication Platforms for Stakeholders, Objectives of Business Analysis Packages, Preferred Communication Styles"," have.

Selecting the appropriate communication platform is also important. Common communication pla...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques,4.4.6,elicitation,3,"Interviews in Elicitation, Reviews for Stakeholder Feedback, Workshops for Consensus Building","- **Interviews** : used to individually communicate information to stakeholders.

- **Reviews** : us...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Stakeholders,4.4.7,elicitation,5,"Customer Communication, End User Communication, Implementation Subject Matter Expert Role, Stakeholder Communication Necessity, Tester Role in Business Analysis",- **End User** : needs to be communicated with frequently so they are aware of relevant business ana...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs,4.4.8,elicitation,1,Stakeholder Understanding Assessment,- **Business Analysis Information (communicated)** : business analysis information is considered com...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Purpose,4.5.1,elicitation,4,"Common Goal Identification, Conflict Resolution in Collaboration, Stakeholder Collaboration Purpose, Stakeholder Engagement Strategies",The purpose of Manage Stakeholder Collaboration is to encourage stakeholders to work towards a commo...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description,4.5.2,elicitation,6,"Building Trust with Stakeholders, Effects of Poor Stakeholder Relationships, Impact of Stakeholder Relationships, Managing Stakeholder Collaboration, Monitoring Stakeholder Attitudes, Stakeholder Influence Assessment",Business analysis work lends itself to many collaboration opportunities between groups of stakeholde...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Inputs,4.5.3,elicitation,2,"Guidelines and Tools for Stakeholder Collaboration, Recommended Actions for Stakeholder Engagement",- **Stakeholder Engagement Approach** : describes the types of expected engagement with stakeholders...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements,4.5.4,elicitation,7,"Collaboration Techniques, Conflict Resolution in Stakeholder Management, Effective Stakeholder Negotiation, Genuine Stakeholder Engagement, Identifying Stakeholder Risks, Monitoring Stakeholder Engagement, Stakeholder Commitment Agreement","## **.1 Gain Agreement on Commitments**

Stakeholders participate in business analysis activities th...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Guidelines and Tools,4.5.5,elicitation,2,"Recommended Actions Communication, Risk Analysis Results Interpretation",- **Business Analysis Approach** : describes the nature and level of collaboration required from eac...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques,4.5.6,elicitation,2,"Collaborative Games, Stakeholder Mapping",- **Collaborative Games** : used to stimulate teamwork and collaboration by temporarily immersing pa...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Stakeholders,4.5.7,elicitation,3,"Collaboration Strategies, Stakeholder Analysis Techniques, Types of Stakeholders",- **All stakeholders** : all types of stakeholders who might be involved in collaboration during cha...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs - Part 1,4.5.8,elicitation,4,"Core Concept Model, Stakeholder Engagement, Trace Requirements, Value in Requirements Management",- **Stakeholder Engagement** : willingness from stakeholders to engage in business analysis activiti...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs - Part 2,4.5.8,elicitation,4,"Core Concept Model, Stakeholder Engagement, Trace Requirements, Value in Requirements Management"," maintains the relationships between requirements, designs, solution components, and other work prod...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs - Part 3,4.5.8,elicitation,4,"Core Concept Model, Stakeholder Engagement, Trace Requirements, Value in Requirements Management"," core concepts.

The following table describes the usage and application of each of the core concept...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs - Part 4,4.5.8,elicitation,4,"Core Concept Model, Stakeholder Engagement, Trace Requirements, Value in Requirements Management"," the context to support tracing<br>and prioritization activities.|

Requirements Life Cycle Manageme...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Purpose,5.1.1,rlcm,4,"Change Management in Requirements, Levels of Requirements, Requirements Alignment, Trace Requirements Purpose",The purpose of Trace Requirements is to ensure that requirements and designs at different levels are...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description,5.1.2,rlcm,6,"Backward Traceability, Complexity Assessment of Changes, Forward Traceability, Missing Functionality Identification, Release Planning, Requirements Inconsistencies Detection","Requirements traceability identifies and documents the lineage of each requirement, including its ba...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Inputs,5.1.3,rlcm,3,"Design Tracing, Legal and Regulatory Requirements Awareness, Requirements Tracing","- **Requirements** : may be traced to other requirements (including goals, objectives, business requ...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements,5.1.4,rlcm,4,"Benefits of Requirements Management Tools, Derive Relationship in Requirements, Level of Formality in Requirements Tracing, Traceability Repository Importance","## **.1 Level of Formality**

When tracing requirements, business analysts consider the value that e...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Guidelines and Tools,5.1.5,rlcm,4,"Domain Knowledge in Traceability, Information Management Approach for Traceability, Legal and Regulatory Considerations for Traceability, Requirements Management Tools Overview",- **Domain Knowledge** : knowledge of and expertise in the business domain needed to support traceab...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques,5.1.6,rlcm,3,"Business Rules Analysis, Process Modelling, Scope Modelling","- **Business Rules Analysis** : used to trace business rules to requirements that they support, or r...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Stakeholders,5.1.7,rlcm,8,"Customer Impact on Requirements Implementation, End User Dependency Relationships, Implementation Subject Matter Expert and Traceability, Operational Support and Traceability Documentation, Project Manager's Role in Traceability, Sponsor Approval of Relationships, Supplier Considerations in Requirements Implementation, Tester Understanding of Requirements Implementation","- **Customers** : are affected by how and when requirements are implemented, and may have to be cons...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs,5.1.8,rlcm,3,"Change Impact Analysis, Traced Designs Identification, Traced Requirements Identification","- **Requirements (traced)** : have clearly defined relationships to other requirements, solution com...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Purpose,5.2.1,rlcm,3,"Change Impact Analysis for Requirements, Requirement Accuracy Maintenance, Requirement Consistency Management",The purpose of Maintain Requirements is to retain requirement accuracy and consistency throughout an...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description,5.2.2,rlcm,3,"Consistent Requirement Representation, Quality Assurance in Requirements Management, Standardized Review Process",A requirement that represents an ongoing need must be maintained to ensure that it remains valid ove...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Inputs,5.2.3,rlcm,5,"Designs Maintenance, Guidelines and Tools in Requirements Management, Input/Output Diagram Components, Requirements Life Cycle Maintenance, Types of Requirements","- **Requirements** : include goals, objectives, business requirements, stakeholder requirements, sol...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements,5.2.4,rlcm,5,"Requirements Maintenance, Requirements Naming and Definition, Requirements Relationships Management, Requirements Reusability Criteria, Stakeholder Validation for Reuse","## **.1 Maintain Requirements**

Requirements are maintained so that they remain correct and current...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Guidelines and Tools,5.2.5,rlcm,2,"Information Management Approach, Requirements Reuse Strategy",- **Information Management Approach** : indicates how requirements will be managed for reuse.,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques,5.2.6,rlcm,3,"Data Flow Diagrams, Use Cases and Scenarios, User Stories",- **Business Rules Analysis** : used to identify business rules that may be similar across the enter...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Stakeholders,5.2.7,rlcm,4,"Implementation Subject Matter Expert Usage of Requirements, Operational Support Reference to Requirements, Regulator Compliance Verification, Tester Utilization of Requirements",- **Domain Subject Matter Expert** : references maintained requirements on a regular basis to ensure...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs,5.2.8,rlcm,4,"Future Initiative Requirements, Maintained Designs, Maintained Requirements, Organizational Process Assets",- **Requirements (maintained)** : defined once and available for long-term usage by the organization...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Purpose,5.3.1,rlcm,2,"Prioritize Requirements, Relative Importance Ranking","The purpose of Prioritize Requirements is to rank requirements in the order of relative importance.
...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description,5.3.2,rlcm,2,"Maximizing Value through Prioritization, Priority Definition",Prioritization is the act of ranking requirements to determine their relative importance to stakehol...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Inputs,5.3.3,rlcm,5,"Business Constraints in Prioritization, Designs for Prioritization, Governance Approach for Requirements, Guidelines and Tools for Requirements, Input Types for Prioritization","- **Requirements** : any requirements in the form of text, matrices, or diagrams that are ready to p...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 1,5.3.4,rlcm,8,"Basis for Requirements Prioritization, Benefit in Requirements Prioritization, Continual Prioritization Process, Cost Consideration in Requirements Prioritization, Regulatory Compliance in Requirements, Risk Assessment in Requirements Prioritization, Stability of Requirements, Time Sensitivity in Requirements","## **.1 Basis for Prioritization**

The basis on which requirements are prioritized is agreed upon b...",2
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 2,5.3.4,rlcm,8,"Basis for Requirements Prioritization, Benefit in Requirements Prioritization, Continual Prioritization Process, Cost Consideration in Requirements Prioritization, Regulatory Compliance in Requirements, Risk Assessment in Requirements Prioritization, Stability of Requirements, Time Sensitivity in Requirements","Time Sensitivity** : the 'best before' date of the requirement, after which the implementation of th...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Guidelines and Tools,5.3.5,rlcm,4,"Business Constraints, Domain Knowledge, Requirements Management Tools/Repository, Solution Scope","- **Business Constraints** : regulatory statutes, contractual obligations and business policies that...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques,5.3.6,rlcm,6,"Business Case Assessment, Decision Analysis for Requirements, Facilitated Workshops for Prioritization, Financial Analysis of Requirements, Item Tracking for Prioritization, Risk Analysis in Prioritization",- **Backlog Management** : used to compare requirements to be prioritized. The backlog can be the lo...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Stakeholders,5.3.7,rlcm,5,"Customer Role in Requirement Prioritization, End User Role in Requirement Verification, Project Manager's Use of Prioritization, Regulator's Role in Requirement Consistency, Sponsor's Perspective on Requirement Value",- **Customer** : verifies that the prioritized requirements will deliver value from a customer or en...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs,5.3.8,rlcm,2,"Prioritized Designs Management, Prioritized Requirements Management",- **Requirements (prioritized)** : prioritized or ranked requirements are available for additional w...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Purpose,5.4.1,rlcm,1,Implications of Requirements Changes,The purpose of Assess Requirements Changes is to evaluate the implications of proposed changes to re...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description,5.4.2,rlcm,10,"Alignment with Overall Strategy, Assess Requirements Changes, Change Value Assessment, Conflict Identification in Requirements, Impact on Delivery Time, Opportunities and Constraints Assessment, Resource Requirement Changes, Risk Evaluation of Changes, Support for Decision Making, Traceability of Proposed Changes",The Assess Requirements Changes task is performed as new needs or possible solutions are identified....,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Inputs,5.4.3,rlcm,7,"Change Strategy in Requirements Management, Design Assessment for Changes, Governance Approach in Change Management, Guidelines and Tools for Change Assessment, Proposed Change Identification, Requirements Assessment for Changes, Triggers for Proposed Change",- **Proposed Change** : can be identified at any time and impact any aspect of business analysis wor...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements,5.4.4,rlcm,6,"Assessment Formality Determination, Components of Impact Assessment, Documentation of Change Impacts, Impact Analysis Definition, Impact Resolution Authority, Predictive vs Adaptive Assessment Approaches","## **.1 Assessment Formality**

Business analysts will determine the formality of the assessment pro...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Guidelines and Tools,5.4.5,rlcm,2,"Importance of Domain Knowledge, Solution Scope Assessment","- **Change Strategy** : describes the purpose and direction for changes, establishes the context for...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques,5.4.6,rlcm,5,"Change Size Estimation, Financial Consequences Estimation, Issue Tracking in Impact Analysis, Stakeholder Interviews, Workshop Facilitation for Change Impact","- **Business Cases** : used to justify a proposed change.

- **Business Rules Analysis** : used to a...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Stakeholders,5.4.7,rlcm,5,"Customer Feedback Impact, End User Impact Assessment, Operational Support Requirements, Regulator Compliance Role, Sponsor Accountability","- **Customer** : provides feedback concerning the impact the change will have on value.

- **Domain ...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs,5.4.8,rlcm,2,"Design Change Assessment, Requirements Change Assessment","- **Requirements Change Assessment** : the recommendation to approve, modify, or deny a proposed cha...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Purpose,5.5.1,rlcm,4,"Criteria for Requirement Approval, Impact of Requirement Approval on Solution Construction, Requirement Approval Process, Role of Business Analyst in Requirement Approval",The purpose of Approve Requirements is to obtain agreement on and approval of requirements and desig...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description,5.5.2,rlcm,5,"Adaptive Approval Timing, Communication of Requirement Outcomes, Predictive Approval Timing, Stakeholder Consensus Building, Tracking Approval Status","Business analysts are responsible for ensuring clear communication of requirements, designs, and oth...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Inputs,5.5.3,rlcm,3,"Governance Approach in Requirements Management, Ready Designs, Verified Requirements",- **Requirements (verified)** : a set of requirements that have been verified to be of sufficient qu...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 1,5.5.4,rlcm,5,"Approval Process Documentation, Audit History Maintenance, Consensus Building Strategies, Influence of Stakeholders, Risk Management in Approval","## **.1 Understand Stakeholder Roles**

The approval process is defined by the task Plan Business An...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 2,5.5.4,rlcm,5,"Approval Process Documentation, Audit History Maintenance, Consensus Building Strategies, Influence of Stakeholders, Risk Management in Approval"," any questions or providing additional information when requested.

Complete agreement may not be ne...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Guidelines and Tools,5.5.5,rlcm,4,"Change Strategy, Governance Approach, Legal/Regulatory Information, Solution Scope Consideration",- **Change Strategy** : provides information which assists in managing stakeholder consensus regardi...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques,5.5.6,rlcm,3,"Decision Analysis Application, Item Tracking Process, Requirements Review Techniques","- **Acceptance and Evaluation Criteria** : used to define approval criteria.

Requirements Life Cycl...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Stakeholders,5.5.7,rlcm,7,"Customer Role in Requirements Approval, End User Participation in Requirements, Operational Support Responsibilities, Project Manager Risk Management, Regulator's Role in Compliance, Sponsor's Approval Responsibilities, Tester Quality Assurance Standards",- **Customer** : may play an active role in reviewing and approving requirements and designs to ensu...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs - Part 1,5.5.8,rlcm,7,"Approved Designs, Approved Requirements, Change Strategy Definition, Context Consideration, Future State Definition, Risk Assessment, Value Examination",- **Requirements (approved)** : requirements which are agreed to by stakeholders and are ready for u...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs - Part 2,5.5.8,rlcm,7,"Approved Designs, Approved Requirements, Change Strategy Definition, Context Consideration, Future State Definition, Risk Assessment, Value Examination","Solution Evaluation**<br>Proof of Concept/<br>Prototype<br>Pilot/Beta<br>Operating<br>**Actual**|
|-...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs - Part 3,5.5.8,rlcm,7,"Approved Designs, Approved Requirements, Change Strategy Definition, Context Consideration, Future State Definition, Risk Assessment, Value Examination",_ ) describes the relationships among the six core concepts. The following table describes the usage...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs - Part 4,5.5.8,rlcm,7,"Approved Designs, Approved Requirements, Change Strategy Definition, Context Consideration, Future State Definition, Risk Assessment, Value Examination","consider the context of the enterprise in<br>developing a change strategy.|

Strategy Analysis

## *...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Purpose,6.1.1,strategy,2,"Impact Analysis of Changes, Understanding Change Drivers",The purpose of Analyze Current State is to understand the reasons why an enterprise needs to change ...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description,6.1.2,strategy,5,"Articulating Business Needs, Collaboration for Current State Modeling, Dynamic Nature of Current State, Influence of Current State on Change, Scope of Current State",The starting point for any change is an understanding of _why_ the change is needed. Potential chang...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Inputs,6.1.3,strategy,4,"Current State Analysis Purpose, Enterprise Limitations Identification, Solution Performance Goals Definition, Understanding Needs in Business Analysis","- **Elicitation Results** : used to define and understand the current state.

- **Needs** : the prob...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 1,6.1.4,strategy,9,"Assessment of Internal Assets, Business Architecture Integration, Capability-Centric View, Criticality of Business Needs Definition, Cultural Assessment in Strategy Analysis, Impact of External Influencers, Process-Centric View, Role of Policies in Decision Making, Understanding Organizational Structure","## **.1 Business Needs**

Business needs are the problems and opportunities of strategic importance ...",2
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 2,6.1.4,strategy,9,"Assessment of Internal Assets, Business Architecture Integration, Capability-Centric View, Criticality of Business Needs Definition, Cultural Assessment in Strategy Analysis, Impact of External Influencers, Process-Centric View, Role of Policies in Decision Making, Understanding Organizational Structure"," detail all aspects of the current state before further developing the change strategy, this explora...",2
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 3,6.1.4,strategy,9,"Assessment of Internal Assets, Business Architecture Integration, Capability-Centric View, Criticality of Business Needs Definition, Cultural Assessment in Strategy Analysis, Impact of External Influencers, Process-Centric View, Role of Policies in Decision Making, Understanding Organizational Structure", with suppliers and customers. The infrastructure describes the enterprise’s environment with respec...,2
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 4,6.1.4,strategy,9,"Assessment of Internal Assets, Business Architecture Integration, Capability-Centric View, Criticality of Business Needs Definition, Cultural Assessment in Strategy Analysis, Impact of External Influencers, Process-Centric View, Role of Policies in Decision Making, Understanding Organizational Structure", the emergence of new alternative ways that customers can meet their needs may drive the enterprise ...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Guidelines and Tools,6.1.5,strategy,4,"Enterprise Limitation, Organizational Strategy, Solution Limitation, Stakeholder Analysis Results",- **Business Analysis Approach** : guides how the business analyst undertakes an analysis of the cur...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques - Part 1,6.1.6,strategy,2,"Business Model Canvas, Process Analysis",- **Benchmarking and Market Analysis** : provides an understanding of where there are opportunities ...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques - Part 2,6.1.6,strategy,2,"Business Model Canvas, Process Analysis"," that have not been identified previously by a stakeholder.

- **Organizational Modelling** : descri...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Stakeholders,6.1.7,strategy,8,"Customer Role in Solution Feedback, End User Input on Solutions, Operational Support Contribution, Project Manager's Use of Current State, Regulator's Influence on Business Policies, Sponsor's Context for Performance, Supplier's Role as External Influencer, Tester’s Contribution to Issue Identification",- **Customer** : makes use of the existing solution and might have input about issues with a current...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs,6.1.8,strategy,2,"Business Requirements Identification, Current State Description","- **Current State Description** : the context of the enterprise’s scope, capabilities, resources, pe...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Purpose,6.2.1,strategy,2,"Define Future State, Necessary Conditions Analysis",The purpose of Define Future State is to determine the set of necessary conditions to meet the busin...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description - Part 1,6.2.2,strategy,7,"Assessment of Competing Strategies, Components of Enterprise Change, Definition of Future State, Performance Measures Identification, Stakeholder Consensus Achievement, Value Assessment of Future State, Visual Models in Future State Description",All purposeful change must include a definition of success. Business analysts work to ensure that th...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description - Part 2,6.2.2,strategy,7,"Assessment of Competing Strategies, Components of Enterprise Change, Definition of Future State, Performance Measures Identification, Stakeholder Consensus Achievement, Value Assessment of Future State, Visual Models in Future State Description",", • lines of business,

- organization structures,

- staff competencies,

- knowledge and skills,

...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Inputs,6.2.3,strategy,4,"Constraints Identification, Future State Potential Value Assessment, Metrics and KPIs Definition, Organizational Strategy Alignment","- **Business Requirements** : the problems, opportunities, or constraints that the future state will...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 1,6.2.4,strategy,9,"Assumptions Identification, Capabilities and Processes Identification, Organizational Structure Impact, Policies as Constraints, Potential Value Evaluation, SMART Objectives Criteria, Scope of Solution Space, Technology and Infrastructure Requirements, Types of Constraints","## **.1 Business Goals and Objectives**

A future state can be described in terms of business object...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 2,6.2.4,strategy,9,"Assumptions Identification, Capabilities and Processes Identification, Organizational Structure Impact, Policies as Constraints, Potential Value Evaluation, SMART Objectives Criteria, Scope of Solution Space, Technology and Infrastructure Requirements, Types of Constraints"," aligning with the enterprise’s vision, mission, and goals, and

- **T** ime-bounded: defining a tim...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 3,6.2.4,strategy,9,"Assumptions Identification, Capabilities and Processes Identification, Organizational Structure Impact, Policies as Constraints, Potential Value Evaluation, SMART Objectives Criteria, Scope of Solution Space, Technology and Infrastructure Requirements, Types of Constraints"," the team and stakeholders,

- a requirement that certain stakeholders not be affected by the implem...",2
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 4,6.2.4,strategy,9,"Assumptions Identification, Capabilities and Processes Identification, Organizational Structure Impact, Policies as Constraints, Potential Value Evaluation, SMART Objectives Criteria, Scope of Solution Space, Technology and Infrastructure Requirements, Types of Constraints"," to meeting the business goals and objectives. In addition, they should be integrated into the overa...",2
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 5,6.2.4,strategy,9,"Assumptions Identification, Capabilities and Processes Identification, Organizational Structure Impact, Policies as Constraints, Potential Value Evaluation, SMART Objectives Criteria, Scope of Solution Space, Technology and Infrastructure Requirements, Types of Constraints"," consider increased or decreased potential value from:

- external opportunities revealed in assessi...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Guidelines and Tools,6.2.5,strategy,0,,- **Current State Description** : provides the context within which the work needs to be completed. ...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques - Part 1,6.2.6,strategy,0,,- **Acceptance and Evaluation Criteria** : used to identify what may make the future state acceptabl...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques - Part 2,6.2.6,strategy,0,,"elling** : used to define the boundaries of the enterprise in the future state.

- **Survey or Quest...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Stakeholders,6.2.7,strategy,6,"End User Expectations, Operational Support Involvement, Project Manager Input, Regulator Responsibilities, Supplier's Influence on Future State, Tester Responsibilities",- **Customer** : might be targeted purchasers or consumers in a future state who might or might not ...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Outputs,6.2.8,strategy,0,,- **Business Objectives** : the desired direction that the business wishes to pursue in order to ach...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Purpose,6.3.1,strategy,4,"Assessing Risk Impact, Making Recommendations Based on Risk Assessment, Transition to Future State, Understanding Internal Forces",The purpose of Assess Risks is to understand the undesirable consequences of internal and external f...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Description,6.3.2,strategy,5,"Change Strategy Input from Risks, Positive Risk Management, Risk Acceptance Criteria, Risk Analysis Components, Risk Impact Minimization","Assessing risks includes analyzing and managing them. Risks might be related to the current state, a...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Inputs,6.3.3,strategy,5,"Business Objectives Identification, Elicitation Results Analysis, Influences on Future State Realization, Potential Value Assessment, Requirements Prioritization Impact",- **Business Objectives** : describing the desired direction needed to achieve the future state can ...,1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 1,6.3.4,strategy,6,"Categories of Risk Recommendations, Monitoring Risks and Consequences, Negative Impact to Value, Restating Constraints as Risks, Risk Assessment Collaboration, Understanding Risk Tolerance","## **.1 Unknowns**

When assessing a risk, there will be uncertainty in the likelihood of it occurri...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Elements - Part 2,6.3.4,strategy,6,"Categories of Risk Recommendations, Monitoring Risks and Consequences, Negative Impact to Value, Restating Constraints as Risks, Risk Assessment Collaboration, Understanding Risk Tolerance","** : some level of risk is acceptable, provided the course of action does not result in a loss even ...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Guidelines and Tools,6.3.5,strategy,5,"Business Policies Impact on Risk Management, Change Strategy Assessment, Current State Description and Risk Identification, Future State Description and Risk Analysis, Identified Risks Utilization","- **Business Analysis Approach** : guides how the business analyst analyzes risks.

- **Business Pol...",1
1b8a4860-156f-4d06-8393-85c4088db2d9,Techniques,6.3.6,strategy,9,"Business Case Development, Decision Analysis for Problem Assessment, Document Analysis for Risk Assessment, Financial Analysis of Risks, Lessons Learned for Risk Foundation, Root Cause Analysis for Risk Mitigation, Stakeholder Interviews for Risk Identification, Surveys for Stakeholder Risk Insights, Workshops for Collaborative Risk Understanding","- **Brainstorming** : used to collaboratively identify potential risks for assessment.

- **Business...",1
