row_number,question_text,correct_answer,knowledge_area,concept_id,concept_name,relevance,reasoning
89,The purpose of Approve Requirements (5.5) is to:...,B,Requirements Life Cycle Management,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,0.7,Secondary concept from CSV tag 'purpose' (score: 100%)
90,"A Business Analyst is attempting to gain consensus (5.5.4.3) on a critical, high-risk set of require...",C,Requirements Life Cycle Management,3de4fd9d-1264-4ae3-9e6b-68fdd40ca62c,Consensus,1.0,Primary concept from CSV (score: 100%)
91,Which is the key input for the Approve Requirements task (5.5)?...,B,Requirements Life Cycle Management,2bb082d6-b226-478c-908b-ca954b2f5fe3,Approvals,1.0,Primary concept from CSV (score: 100%)
91,Which is the key input for the Approve Requirements task (5.5)?...,B,Requirements Life Cycle Management,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,0.7,Secondary concept from CSV tag 'inputs' (score: 100%)
92,A BA is tracking and communicating approval status (5.5.4.4). Maintaining an audit history of change...,A,Requirements Life Cycle Management,2bb082d6-b226-478c-908b-ca954b2f5fe3,Approvals,0.7,Secondary concept from CSV tag 'approvals' (score: 100%)
93,A Project Manager serves as a key stakeholder during the Approve Requirements task (5.5). What is th...,B,Requirements Life Cycle Management,2e0d0036-fe0e-4c8f-b0a5-e42fcb1f2087,Project-Manager,1.0,Primary concept from CSV (score: 100%)
93,A Project Manager serves as a key stakeholder during the Approve Requirements task (5.5). What is th...,B,Requirements Life Cycle Management,03055617-3d86-4d9f-8671-794d03261bed,Stakeholders,0.7,Secondary concept from CSV tag 'stakeholders' (score: 100%)
94,The purpose of Analyze Current State (6.1) is to:...,C,Strategy Analysis,4f6bbd0d-d1ad-498f-837c-b9e0ec2f2535,Current-State,1.0,Primary concept from CSV (score: 100%)
94,The purpose of Analyze Current State (6.1) is to:...,C,Strategy Analysis,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,0.7,Secondary concept from CSV tag 'purpose' (score: 100%)
95,A BA discovers that the primary motivation for a change initiative is a direct order from the CEO to...,B,Strategy Analysis,2b4cac41-1b4f-44e8-b7c5-0ef5abd5c477,Business-Need,1.0,Primary concept from CSV (score: 100%)
96,Which element of Analyze Current State (6.1) explores how the enterprise currently generates profits...,B,Strategy Analysis,4f6bbd0d-d1ad-498f-837c-b9e0ec2f2535,Current-State,0.7,Secondary concept from CSV tag 'current-state' (score: 100%)
97,A BA is reviewing the external environment in Analyze Current State (6.1). Which factor is considere...,C,Strategy Analysis,40535e08-1c92-4f1b-a248-ad07b5429c34,External-Influencers,1.0,Primary concept from CSV (score: 100%)
97,A BA is reviewing the external environment in Analyze Current State (6.1). Which factor is considere...,C,Strategy Analysis,4f6bbd0d-d1ad-498f-837c-b9e0ec2f2535,Current-State,0.7,Secondary concept from CSV tag 'current-state' (score: 100%)
98,Which technique is most appropriate for assessing the enterprise's current internal and external hea...,B,Strategy Analysis,e2490004-e566-4a5d-a3c9-34a66d3e28d3,Swot-Analysis,1.0,Primary concept from CSV (score: 100%)
98,Which technique is most appropriate for assessing the enterprise's current internal and external hea...,B,Strategy Analysis,4f6bbd0d-d1ad-498f-837c-b9e0ec2f2535,Current-State,0.7,Secondary concept from CSV tag 'current-state' (score: 100%)
99,The output 'Business Requirements' from Analyze Current State (6.1) represents:...,B,Strategy Analysis,6f1ddda8-7320-4e02-b720-c7bde4e9b33b,Business-Requirements,1.0,Primary concept from CSV (score: 100%)
99,The output 'Business Requirements' from Analyze Current State (6.1) represents:...,B,Strategy Analysis,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,0.7,Secondary concept from CSV tag 'outputs' (score: 100%)
100,The purpose of Define Future State (6.2) is to:...,B,Strategy Analysis,90873426-52e8-4ac7-ad58-72b204f8a07b,Future-State,1.0,Primary concept from CSV (score: 100%)
100,The purpose of Define Future State (6.2) is to:...,B,Strategy Analysis,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,0.7,Secondary concept from CSV tag 'purpose' (score: 100%)
101,A BA defines a business objective for a new service line: 'Increase recurring subscription revenue b...,D,Strategy Analysis,7471eade-269e-4139-ad21-c18ad40083b9,Business-Objectives,1.0,Primary concept from CSV (score: 100%)
101,A BA defines a business objective for a new service line: 'Increase recurring subscription revenue b...,D,Strategy Analysis,365f416d-110e-4866-8af1-655083cf78cd,Smart,0.7,Secondary concept from CSV tag 'smart' (score: 100%)
102,"In Define Future State (6.2), stakeholders identify high-level constraints, such as 'Must comply wit...",C,Strategy Analysis,d265133d-5a7c-4057-8f22-3e37364b39e6,Constraints,1.0,Primary concept from CSV (score: 100%)
102,"In Define Future State (6.2), stakeholders identify high-level constraints, such as 'Must comply wit...",C,Strategy Analysis,1dbc64da-243b-4944-b072-9b9af2179030,Regulatory,0.7,Secondary concept from CSV tag 'regulatory' (score: 100%)
103,The BA uses the Current State Description (an input) during Define Future State (6.2) primarily beca...,A,Strategy Analysis,4f6bbd0d-d1ad-498f-837c-b9e0ec2f2535,Current-State,1.0,Primary concept from CSV (score: 100%)
103,The BA uses the Current State Description (an input) during Define Future State (6.2) primarily beca...,A,Strategy Analysis,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,0.7,Secondary concept from CSV tag 'inputs' (score: 100%)
104,"When defining the scope of the solution space (6.2.4.2), the key constraint driving the decision on ...",B,Strategy Analysis,ec7e4aed-a03c-4db5-b2b1-6eddf5790a07,Solution-Scope,1.0,Primary concept from CSV (score: 100%)
104,"When defining the scope of the solution space (6.2.4.2), the key constraint driving the decision on ...",B,Strategy Analysis,7f9c7d8d-8be0-45ce-a8d8-5ff199028a77,Value,0.7,Secondary concept from CSV tag 'value' (score: 100%)
105,"A Business Analyst completes the Define Future State task (6.2), producing outputs including Busines...",B,Strategy Analysis,b7349b90-ace0-436d-81c9-40aa73f9fcee,Risk-Assessment,1.0,Primary concept from CSV (score: 100%)
105,"A Business Analyst completes the Define Future State task (6.2), producing outputs including Busines...",B,Strategy Analysis,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,0.7,Secondary concept from CSV tag 'outputs' (score: 100%)
106,The purpose of Assess Risks (6.3) is to:...,C,Strategy Analysis,b7349b90-ace0-436d-81c9-40aa73f9fcee,Risk-Assessment,1.0,Primary concept from CSV (score: 100%)
106,The purpose of Assess Risks (6.3) is to:...,C,Strategy Analysis,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,0.7,Secondary concept from CSV tag 'purpose' (score: 100%)
107,"A BA assesses a major risk: 'If the regulatory deadline is moved forward by 3 months, then we will b...",B,Strategy Analysis,451df097-1f3a-4d6e-a921-5ad51c81da1e,Core-Concepts,1.0,Primary concept from CSV (score: 100%)
107,"A BA assesses a major risk: 'If the regulatory deadline is moved forward by 3 months, then we will b...",B,Strategy Analysis,7f9c7d8d-8be0-45ce-a8d8-5ff199028a77,Value,0.7,Secondary concept from CSV tag 'value' (score: 100%)
108,An organization has a 'Risk-aversion' attitude toward compliance risk. When Assess Risks (6.3) is pe...,C,Strategy Analysis,b9d11be4-2409-4486-b5cd-c4a4c03ed488,Risk-Tolerance,1.0,Primary concept from CSV (score: 100%)
109,Which input is utilized in Assess Risks (6.3) to provide a benchmark against which the impact of unc...,D,Strategy Analysis,d53964fa-d65a-4865-b70a-4d7a1a169735,Potential-Value,1.0,Primary concept from CSV (score: 100%)
109,Which input is utilized in Assess Risks (6.3) to provide a benchmark against which the impact of unc...,D,Strategy Analysis,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,0.7,Secondary concept from CSV tag 'inputs' (score: 100%)
110,A BA uses brainstorming with the implementation team during Assess Risks (6.3). What is the primary ...,B,Strategy Analysis,63b6b0f9-66b5-4f4f-bb35-995d19c4f41c,Brainstorming,1.0,Primary concept from CSV (score: 100%)
111,The primary output of Assess Risks (6.3) is:...,A,Strategy Analysis,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,0.7,Secondary concept from CSV tag 'outputs' (score: 100%)
112,The purpose of Define Change Strategy (6.4) is to:...,A,Strategy Analysis,68d4b4db-0d41-40de-b23c-49089333b369,Sa-Change-Strategy,1.0,Primary concept from CSV (score: 91%)
112,The purpose of Define Change Strategy (6.4) is to:...,A,Strategy Analysis,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,0.7,Secondary concept from CSV tag 'purpose' (score: 100%)
113,A BA is performing a Gap Analysis (6.4.4.2) between the Current State and Future State. Which catego...,D,Strategy Analysis,06c6857e-ba81-43bc-bbae-22857ec03d5c,Gap-Analysis,1.0,Primary concept from CSV (score: 100%)
113,A BA is performing a Gap Analysis (6.4.4.2) between the Current State and Future State. Which catego...,D,Strategy Analysis,68d4b4db-0d41-40de-b23c-49089333b369,Sa-Change-Strategy,0.7,Secondary concept from CSV tag 'change-strategy' (score: 91%)
114,"When evaluating various potential Change Strategies (6.4.4.4), the BA must consider the costs and be...",D,Strategy Analysis,ae8cef51-f3d8-4718-b6eb-2f0f169660f8,Financial-Analysis,0.7,Secondary concept from CSV tag 'financial-analysis' (score: 100%)
115,A BA develops a high-level plan that details which functional requirements will be included in each ...,C,Strategy Analysis,31a49da2-5b93-430f-815c-07bea8d0b790,Release-Planning,1.0,Primary concept from CSV (score: 100%)
116,The primary output of Define Change Strategy (6.4) is the Change Strategy and the Solution Scope. Wh...,B,Strategy Analysis,ec7e4aed-a03c-4db5-b2b1-6eddf5790a07,Solution-Scope,1.0,Primary concept from CSV (score: 100%)
116,The primary output of Define Change Strategy (6.4) is the Change Strategy and the Solution Scope. Wh...,B,Strategy Analysis,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,0.7,Secondary concept from CSV tag 'outputs' (score: 100%)
117,The element 'Enterprise Readiness Assessment' (6.4.4.3) primarily focuses on assessing the organizat...,B,Strategy Analysis,e49d3ebd-1e2c-46a1-94e5-b200615d164d,Enterprise-Readiness,1.0,Primary concept from CSV (score: 100%)
117,The element 'Enterprise Readiness Assessment' (6.4.4.3) primarily focuses on assessing the organizat...,B,Strategy Analysis,68d4b4db-0d41-40de-b23c-49089333b369,Sa-Change-Strategy,0.7,Secondary concept from CSV tag 'change-strategy' (score: 91%)
118,"When an IT system change is driven by technology obsolescence, the BA uses the IT Perspective. Which...",A,Information Technology Perspective,e3034848-5f4f-4dcc-b88f-6fe27abd7d92,Strategic-Alignment,0.7,Secondary concept from CSV tag 'strategic-alignment' (score: 100%)
119,"In an IT context, the BA is asked to analyze the implications of transitioning from a bespoke system...",A,Information Technology Perspective,b1639864-2263-4a24-9e6e-0bf5b446fa52,Cots,1.0,Primary concept from CSV (score: 100%)
119,"In an IT context, the BA is asked to analyze the implications of transitioning from a bespoke system...",A,Information Technology Perspective,e1449e5a-4ff5-4fdc-982f-b1a7eb9fcffc,Vendor-Assessment,0.7,Secondary concept from CSV tag 'vendor-assessment' (score: 100%)
120,The primary role of the BA in a non-agile IT initiative is often described as a 'translator' or 'lia...,B,Information Technology Perspective,,NO MAPPING,,
121,"In the IT Perspective, which type of requirement often defines the entire business goal for a change...",D,Information Technology Perspective,15738467-964b-4e6f-8b36-b4f7a29bb8f6,Non-Functional-Requirements,1.0,Primary concept from CSV (score: 100%)
122,"When an IT business analyst is defining requirements to be used by developers, technical designs (so...",B,Information Technology Perspective,a97c6207-605a-4d21-a94b-d530fb629754,Separation-Of-Concerns,1.0,Primary concept from CSV (score: 100%)
122,"When an IT business analyst is defining requirements to be used by developers, technical designs (so...",B,Information Technology Perspective,528aeb4a-1056-4834-9b62-08f941f48f3a,Design,0.7,Secondary concept from CSV tag 'design' (score: 100%)
123,The purpose of Specify and Model Requirements (7.1) is to:...,B,Requirements Analysis and Design Definition,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,0.7,Secondary concept from CSV tag 'purpose' (score: 100%)
124,A BA decides to use a Matrix format to model requirements. This format is best suited when modeling ...,A,Requirements Analysis and Design Definition,9dea79d6-a7ce-4516-b5eb-d4fb6f6a795f,Modelling-Format,1.0,Primary concept from CSV (score: 100%)
124,A BA decides to use a Matrix format to model requirements. This format is best suited when modeling ...,A,Requirements Analysis and Design Definition,43f1ba3a-6390-430a-9c12-d91f87cd83b2,Matrix,0.7,Secondary concept from CSV tag 'matrix' (score: 100%)
125,"When specifying requirements (7.1), categorizing them according to the Requirements Classification S...",B,Requirements Analysis and Design Definition,1badf1a7-b54e-4bdf-9085-281b81e8a84b,Classification-Schema,1.0,Primary concept from CSV (score: 100%)
126,A BA is documenting detailed requirements for a system interface using a Sequence Diagram (a techniq...,C,Requirements Analysis and Design Definition,143e9671-7d84-4e27-b648-2c34776c4ab4,Modelling-Category,1.0,Primary concept from CSV (score: 100%)
126,A BA is documenting detailed requirements for a system interface using a Sequence Diagram (a techniq...,C,Requirements Analysis and Design Definition,c132132f-b5e8-4a83-a6c3-8735fb7ded06,Sequence-Diagrams,0.7,Secondary concept from CSV tag 'sequence-diagrams' (score: 100%)
127,Which guideline/tool provides the boundary for the requirements and designs models produced in Speci...,C,Requirements Analysis and Design Definition,ec7e4aed-a03c-4db5-b2b1-6eddf5790a07,Solution-Scope,1.0,Primary concept from CSV (score: 100%)
127,Which guideline/tool provides the boundary for the requirements and designs models produced in Speci...,C,Requirements Analysis and Design Definition,58116332-0ce4-4126-b39b-1f75dd69ed6d,Guidelines,0.7,Secondary concept from CSV tag 'guidelines' (score: 100%)
128,The primary output of the Specify and Model Requirements task (7.1) is:...,C,Requirements Analysis and Design Definition,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,0.7,Secondary concept from CSV tag 'outputs' (score: 100%)
129,A BA is developing a highly detailed data model to inform database construction. This detailed model...,B,Requirements Analysis and Design Definition,8a4fabf7-17e3-4c96-9c9e-7ece01e33210,Abstraction,1.0,Primary concept from CSV (score: 100%)
129,A BA is developing a highly detailed data model to inform database construction. This detailed model...,B,Requirements Analysis and Design Definition,8c289298-8afe-46fa-b4b5-ff0c8823bcba,Audience,0.7,Secondary concept from CSV tag 'audience' (score: 100%)
130,The purpose of Verify Requirements (7.2) is to ensure that requirements and designs specifications a...,B,Requirements Analysis and Design Definition,1cc67a85-d6b9-4521-924e-88fafd728fa5,Verification,1.0,Primary concept from CSV (score: 100%)
130,The purpose of Verify Requirements (7.2) is to ensure that requirements and designs specifications a...,B,Requirements Analysis and Design Definition,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,0.7,Secondary concept from CSV tag 'purpose' (score: 100%)
131,"A business analyst discovers a requirement stating, 'The system must be secure.' This requirement fa...",D,Requirements Analysis and Design Definition,baea95ed-e3cc-4d54-bb9e-23e5315b3cd3,Testable,0.7,Secondary concept from CSV tag 'testable' (score: 100%)
132,A BA performs verification and finds that two separate requirements contradict each other. Which qua...,B,Requirements Analysis and Design Definition,9f07cd8f-a29d-4d4e-bb7c-3bab7dbc80b7,Consistent,0.7,Secondary concept from CSV tag 'consistent' (score: 100%)
133,The core concept 'Solution' is addressed during Verify Requirements (7.2) by ensuring that the defin...,B,Requirements Analysis and Design Definition,451df097-1f3a-4d6e-a921-5ad51c81da1e,Core-Concepts,1.0,Primary concept from CSV (score: 100%)
134,"During the Verification Activities element (7.2.4.2), a BA checks that all technical diagrams adhere...",B,Requirements Analysis and Design Definition,,NO MAPPING,,
135,The mandatory input for the Verify Requirements task (7.2) is:...,A,Requirements Analysis and Design Definition,1cc67a85-d6b9-4521-924e-88fafd728fa5,Verification,1.0,Primary concept from CSV (score: 100%)
135,The mandatory input for the Verify Requirements task (7.2) is:...,A,Requirements Analysis and Design Definition,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,0.7,Secondary concept from CSV tag 'inputs' (score: 100%)
136,"The output of Verify Requirements (7.2), Requirements (verified), is a critical input to which subse...",B,Requirements Analysis and Design Definition,1cc67a85-d6b9-4521-924e-88fafd728fa5,Verification,1.0,Primary concept from CSV (score: 100%)
136,"The output of Verify Requirements (7.2), Requirements (verified), is a critical input to which subse...",B,Requirements Analysis and Design Definition,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,0.7,Secondary concept from CSV tag 'outputs' (score: 100%)
137,The purpose of Validate Requirements (7.3) is to ensure that all requirements and designs:...,C,Requirements Analysis and Design Definition,4a5baa17-58bd-445f-ae56-1ca57a29b4e7,Validation,1.0,Primary concept from CSV (score: 100%)
137,The purpose of Validate Requirements (7.3) is to ensure that all requirements and designs:...,C,Requirements Analysis and Design Definition,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,0.7,Secondary concept from CSV tag 'purpose' (score: 100%)
138,A BA is defining measurable evaluation criteria (7.3.4.2) for validating a new capability. Which met...,B,Requirements Analysis and Design Definition,fc20373f-a04f-4f50-99ea-5389fe870dd5,Metrics-Kpis,1.0,Primary concept from CSV (score: 100%)
138,A BA is defining measurable evaluation criteria (7.3.4.2) for validating a new capability. Which met...,B,Requirements Analysis and Design Definition,7f9c7d8d-8be0-45ce-a8d8-5ff199028a77,Value,0.7,Secondary concept from CSV tag 'value' (score: 100%)
139,"During Validate Requirements (7.3), a requirement is deemed highly beneficial to a single stakeholde...",C,Requirements Analysis and Design Definition,ec7e4aed-a03c-4db5-b2b1-6eddf5790a07,Solution-Scope,1.0,Primary concept from CSV (score: 100%)
139,"During Validate Requirements (7.3), a requirement is deemed highly beneficial to a single stakeholde...",C,Requirements Analysis and Design Definition,68e8c669-87f1-49e5-93fd-7e9dae9332ea,Alignment,0.7,Secondary concept from CSV tag 'alignment' (score: 100%)
140,A core element of Validate Requirements (7.3) involves actively challenging stakeholder assumptions ...,C,Requirements Analysis and Design Definition,451df097-1f3a-4d6e-a921-5ad51c81da1e,Core-Concepts,1.0,Primary concept from CSV (score: 100%)
140,A core element of Validate Requirements (7.3) involves actively challenging stakeholder assumptions ...,C,Requirements Analysis and Design Definition,7f9c7d8d-8be0-45ce-a8d8-5ff199028a77,Value,0.7,Secondary concept from CSV tag 'value' (score: 100%)
141,Which input serves as the benchmark against which the expected value delivered by requirements is as...,C,Requirements Analysis and Design Definition,d53964fa-d65a-4865-b70a-4d7a1a169735,Potential-Value,1.0,Primary concept from CSV (score: 100%)
141,Which input serves as the benchmark against which the expected value delivered by requirements is as...,C,Requirements Analysis and Design Definition,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,0.7,Secondary concept from CSV tag 'inputs' (score: 100%)
142,The purpose of Define Requirements Architecture (7.4) is to:...,B,Requirements Analysis and Design Definition,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,0.7,Secondary concept from CSV tag 'purpose' (score: 100%)
143,"A Business Analyst develops a series of models—including a business process model, a data model, and...",A,Requirements Analysis and Design Definition,55dcfa27-8117-4064-a174-df5156686e69,Viewpoints,1.0,Primary concept from CSV (score: 100%)
144,The primary goal of organizing requirements within an architecture (7.4) is NOT merely to demonstrat...,A,Requirements Analysis and Design Definition,fd3ace53-ccca-47cc-bffd-f65bb26ddeab,Cohesion,1.0,Primary concept from CSV (score: 100%)
144,The primary goal of organizing requirements within an architecture (7.4) is NOT merely to demonstrat...,A,Requirements Analysis and Design Definition,12c51a9d-1a59-4c92-a32c-8e638bbbffde,Integration,0.7,Secondary concept from CSV tag 'integration' (score: 100%)
145,"In Define Requirements Architecture (7.4), performing Functional Decomposition (a technique) helps t...",B,Requirements Analysis and Design Definition,,NO MAPPING,,
146,The purpose of Define Design Options (7.5) is to:...,B,Requirements Analysis and Design Definition,13ec23e5-e672-4221-b54c-ba535340bf75,Radd-Design-Options,1.0,Primary concept from CSV (score: 85%)
146,The purpose of Define Design Options (7.5) is to:...,B,Requirements Analysis and Design Definition,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,0.7,Secondary concept from CSV tag 'purpose' (score: 100%)
147,A BA is exploring a design option that requires leveraging an existing technology platform but neces...,C,Requirements Analysis and Design Definition,e30066a5-30be-4349-a65c-9423b59a7059,Solution-Approach,1.0,Primary concept from CSV (score: 100%)
147,A BA is exploring a design option that requires leveraging an existing technology platform but neces...,C,Requirements Analysis and Design Definition,13ec23e5-e672-4221-b54c-ba535340bf75,Radd-Design-Options,0.7,Secondary concept from CSV tag 'design-options' (score: 85%)
148,Which activity within Define Design Options (7.5) involves assigning requirements to specific soluti...,C,Requirements Analysis and Design Definition,13ec23e5-e672-4221-b54c-ba535340bf75,Radd-Design-Options,0.7,Secondary concept from CSV tag 'design-options' (score: 85%)
149,"In assessing design options (7.5), the BA identifies an opportunity to consolidate several disparate...",C,Requirements Analysis and Design Definition,,NO MAPPING,,
150,The primary input used to ensure that design options address the full set of interdependencies and r...,A,Requirements Analysis and Design Definition,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,0.7,Secondary concept from CSV tag 'inputs' (score: 100%)
151,The purpose of Analyze Potential Value and Recommend Solution (7.6) is to:...,B,Requirements Analysis and Design Definition,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,0.7,Secondary concept from CSV tag 'purpose' (score: 100%)
152,"During the evaluation of design options (7.6), the BA analyzes the financial trade-offs. The BA calc...",D,Requirements Analysis and Design Definition,ae8cef51-f3d8-4718-b6eb-2f0f169660f8,Financial-Analysis,1.0,Primary concept from CSV (score: 100%)
153,A BA is comparing three design options. Option 1 offers high financial return but high technical ris...,B,Requirements Analysis and Design Definition,b9d11be4-2409-4486-b5cd-c4a4c03ed488,Risk-Tolerance,1.0,Primary concept from CSV (score: 100%)
153,A BA is comparing three design options. Option 1 offers high financial return but high technical ris...,B,Requirements Analysis and Design Definition,c996b989-53cc-447b-a114-39bc0597c1ac,Trade-Offs,0.7,Secondary concept from CSV tag 'trade-offs' (score: 100%)
154,Which element of Analyze Potential Value and Recommend Solution (7.6) requires the BA to consider al...,B,Requirements Analysis and Design Definition,,NO MAPPING,,
155,The final output of Analyze Potential Value and Recommend Solution (7.6) is the Solution Recommendat...,C,Requirements Analysis and Design Definition,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,0.7,Secondary concept from CSV tag 'outputs' (score: 100%)
156,"If a proposed solution offers substantial benefits that are difficult to quantify (e.g., improved st...",B,Requirements Analysis and Design Definition,ee1434df-6985-4ff3-bbe8-c4642515dc4b,Intangible-Value,1.0,Primary concept from CSV (score: 100%)
157,The purpose of Measure Solution Performance (8.1) is to:...,B,Solution Evaluation,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,0.7,Secondary concept from CSV tag 'purpose' (score: 100%)
158,A BA is attempting to measure the performance of a newly implemented training solution. The BA obser...,B,Solution Evaluation,,NO MAPPING,,
159,Which input is mandatory for the Measure Solution Performance task (8.1)?...,B,Solution Evaluation,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,1.0,Primary concept from CSV (score: 100%)
160,A BA is defining performance measures (8.1.4.1) for a new customer service portal. Which measure ali...,C,Solution Evaluation,2c5fd8cb-5e25-42dc-af14-d5406e540ef9,Balanced-Scorecard,1.0,Primary concept from CSV (score: 100%)
161,The primary output of Measure Solution Performance (8.1) is:...,B,Solution Evaluation,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,0.7,Secondary concept from CSV tag 'outputs' (score: 100%)
162,A BA seeks to validate performance measures (8.1.4.2) for a change that aims to improve regulatory c...,C,Solution Evaluation,fe376fe1-233d-434a-a999-e48df175333e,Regulator,1.0,Primary concept from CSV (score: 100%)
162,A BA seeks to validate performance measures (8.1.4.2) for a change that aims to improve regulatory c...,C,Solution Evaluation,03055617-3d86-4d9f-8671-794d03261bed,Stakeholders,0.7,Secondary concept from CSV tag 'stakeholders' (score: 100%)
163,The purpose of Analyze Performance Measures (8.2) is to:...,A,Solution Evaluation,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,0.7,Secondary concept from CSV tag 'purpose' (score: 100%)
164,"A BA analyzes performance data and finds a significant, repeated drop in transaction speed every Mon...",D,Solution Evaluation,b91d7932-eeeb-444b-b8ba-23156931248a,Performance-Variances,1.0,Primary concept from CSV (score: 100%)
164,"A BA analyzes performance data and finds a significant, repeated drop in transaction speed every Mon...",D,Solution Evaluation,7b0be0f5-b326-4f84-aaf5-600649bcbb6a,Root-Cause-Analysis,0.7,Secondary concept from CSV tag 'root-cause-analysis' (score: 100%)
165,A core challenge in Analyze Performance Measures (8.2) is assessing solution performance versus desi...,C,Solution Evaluation,82496dea-3538-417d-96af-faec82400373,Value-Gap,1.0,Primary concept from CSV (score: 100%)
166,"Which input defines the expected returns and goals, providing the benchmark against which actual sol...",C,Solution Evaluation,d53964fa-d65a-4865-b70a-4d7a1a169735,Potential-Value,1.0,Primary concept from CSV (score: 100%)
166,"Which input defines the expected returns and goals, providing the benchmark against which actual sol...",C,Solution Evaluation,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,0.7,Secondary concept from CSV tag 'inputs' (score: 100%)
167,The primary output of Analyze Performance Measures (8.2) is:...,C,Solution Evaluation,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,0.7,Secondary concept from CSV tag 'outputs' (score: 100%)
168,The purpose of Assess Solution Limitations (8.3) is to:...,A,Solution Evaluation,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,0.7,Secondary concept from CSV tag 'purpose' (score: 100%)
169,A BA determines that an implemented software module is repeatedly producing inaccurate outputs due t...,B,Solution Evaluation,e125b090-def4-4839-bf09-58a108e5828c,Investigate-Problems,1.0,Primary concept from CSV (score: 100%)
170,A BA uses Acceptance and Evaluation Criteria (a technique) during Assess Solution Limitations (8.3) ...,B,Solution Evaluation,,NO MAPPING,,
171,The primary output of Assess Solution Limitations (8.3) is:...,B,Solution Evaluation,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,0.7,Secondary concept from CSV tag 'outputs' (score: 100%)
172,"When performing an Impact Assessment (8.3.4.3) on an internal solution problem, the BA must determin...",B,Solution Evaluation,d40d7e4c-a0f8-4d9f-b158-fa9f1d6465d8,Impact-Assessment,1.0,Primary concept from CSV (score: 100%)
173,The purpose of Assess Enterprise Limitations (8.4) is to:...,A,Solution Evaluation,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,0.7,Secondary concept from CSV tag 'purpose' (score: 100%)
174,"A BA conducts an organizational assessment (8.4.4.1) and finds that end users view the new, efficien...",C,Solution Evaluation,5db05c67-eb95-4053-add5-dbc61d1e916a,Adoption,0.7,Secondary concept from CSV tag 'adoption' (score: 100%)
175,The BA performs an Operational Assessment (8.4.4.4) on the enterprise. Which item is typically inclu...,A,Solution Evaluation,0d8c037a-ac3a-4fd8-aec1-d133371e2531,Operational-Assessment,1.0,Primary concept from CSV (score: 100%)
176,Which technique is most effective for visualizing required organizational structural changes (report...,C,Solution Evaluation,,NO MAPPING,,
177,The core input required for Assess Enterprise Limitations (8.4) that provides context regarding the ...,B,Solution Evaluation,4f6bbd0d-d1ad-498f-837c-b9e0ec2f2535,Current-State,1.0,Primary concept from CSV (score: 100%)
177,The core input required for Assess Enterprise Limitations (8.4) that provides context regarding the ...,B,Solution Evaluation,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,0.7,Secondary concept from CSV tag 'inputs' (score: 100%)
178,The purpose of Recommend Actions to Increase Solution Value (8.5) is to:...,A,Solution Evaluation,e4214fb0-68d6-445d-8f70-737ba76b0658,Radd-Value-Recommendation,1.0,Primary concept from CSV (score: 89%)
178,The purpose of Recommend Actions to Increase Solution Value (8.5) is to:...,A,Solution Evaluation,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,0.7,Secondary concept from CSV tag 'purpose' (score: 100%)
179,"A BA determines that an underperforming solution, despite having high potential value, should be 'Re...",D,Solution Evaluation,c2f77be1-b397-4d30-a8a6-27e34379d359,Sunk-Cost,1.0,Primary concept from CSV (score: 100%)
